"Region","Case.1st.Observed.Date","ID.Name","Field....S.","Narrative","CAUSE","DETERMINED.FATE","Health.status","DISENTANGLEMENT.STATUS","Seen..1yr.","Breeding..Feeding..Migratory.corridor..or.Other.","INITIAL..National.Cause.Criteria..L1.L12","FINAL.National.Cause.Criteria..L1.L12","L1","L2","L3","L4","L5a","L5b","L6a","L6b","L6c","L7a","L7b","L8","L9","L10","L11","L12","PBR..Value","Gear..Type","Trailing.","Species","anchored","calf.juv","constricting","decline","extensive.severe","fluke.peduncle","gear.free","head","healing","laceration.deep","laceration.shallow","pectoral","swim.dive","trailing","VessSpd","VessSz","wraps.multi","wraps.no"
"PAC","1-May-14","","","MULTIPLE WRAPS. CONSTRICTING GEAR OF MODERATE GAUGE, LIKELY BLUE STEEL LINE, AROUND BODY AND LIKELY AROUND RIGHT PECTORAL FLIPPER, SUCH THAT THE RIGHT FLIPPER IS PULLED LATERALLY AND UP TOWARDS THE SURFACE. ANIMAL ASSESSED BUT NO RESPONSE. POTENTIALLY LIFE THREATENING ENTANGLEMENT. DESCRIBED AS CRAB POT GEAR ON MARINELIFESTUDIES.ORG NARRATIVE. CLASSIFIED AS 'L2' DUE TO DESCRIPTION OF GEAR BEING TIGHTLY WRAPPED AROUND ANIMAL. FINAL OUTCOME UNKNOWN.","EN","SI","UNKNOWN","-",0,"F","-","L2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Unidentified","","HUWH",0,0,1,0,0,0,0,0,0,0,0,1,0,0,"VSpdUnk","VSzUnk",1,0
"PAC","6-May-14","","","SUCCESSFUL DISENTANGLEMENT OF WHALE BY CASCADIA RESEARCH (=RESCUE). WHEN ENCOUNTERED, WHALE WAS IMMOBILIZED BY GEAR AROUND TAILSTOCK AND FLUKES (=ANCHORED). WHALE WAS DESCRIBED AS ONLY MOVING VERTICALLY IN THE WATER COLUMN, WITH LITTLE HORIZONTAL MOVEMENT. THE WHALE SWAM RAPIDLY AWAY AFTER DISENTANGLEMENT AND WAS NOT RESIGHTED. GEAR POSITIVELY-IDENTIFIED AS OREGON CRAB POT GEAR BY BUOY NUMBER. GEAR HAD BEEN SET 50 MILES SOUTH OF WHERE WHALE WAS ENCOUNTERED APPROXIMATELY ONE WEEK PRIOR. ANIMAL LIKELY TO HAVE RECOVERED BASED ON BEHAVIOR UPON RELEASE AND RELATIVELY SHORT TIME SPAN OF ENTANGLEMENT (1 WEEK).","EN","NS","UNKNOWN","Disentangled",0,"F","-","L2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Pot/Trap","","HUWH",1,0,0,0,0,0,0,0,0,0,0,0,1,0,"VSpdUnk","VSzUnk",0,0
"PAC","6-May-14","","","TRAILING SIGNIFICANT AMOUNT OF GEAR OFF PISMO BEACH; HEADING SLOWLY NORTH; POSSIBLY LIFE THREATENING; NO IMMEDIATE RESPONSE POSSIBLE DUE TO WEATHER. SEVERITY OF ENTANGLEMENT AND CONFIGURATION OF GEAR UNKNOWN. FINAL OUTCOME UNKNOWN.","EN","PR","UNKNOWN","-",0,"F","-","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,"Unidentified","1","HUWH",0,0,0,0,0,0,0,1,0,0,0,0,0,1,"VSpdUnk","VSzUnk",0,0
"PAC","22-May-14","","","BLUE / GREEN POLYPROPYLENE LINE AND FIVE ASSOCIATED BULLET BUOYS FOUND ON A SEVERED PAIR OF HUMPBACK FLUKES WEST OF SAN CLEMENTE ISLAND. PHOTOS AND SAMPLE TAKEN BY BIOLOGIST J. STAHL. NUMBERS ON BUOYS IDENTIFIED IT AS CALIFORNIA DUNGENESS CRAB POT GEAR SET IN THE FARALLONS AND HALF MOON BAY AREA IN MARCH/APRIL. TWO SETS OF GEAR ON SAME WHALE. SPECIES ID VIA GENETICS AT SWFSC. CONSTRICTING GEAR AND DEEP LACERATION CONFIRMED BASED ON RECOVERY OF SEVERED FLUKES. DEAD WHALE FOUND ON JUNE 5TH 2014 OFF SAN CLEMENTE APPARENTLY LINKED TO THIS RECORD.","EN","MT","DEAD","-",0,"F","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Pot/Trap","1","HUWH",0,0,1,0,1,0,0,0,0,1,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","5-Jun-14","","","SPOT PRAWN TRAPS - ENTANGLED IN MIDDLE OF 10 TRAP SET WITH OVER 2,000 FEET OF GREEN AND BLACK POLYPROPYENE ROPE AND ANCHOR. ROPE ENCIRCLED MIDDLE OF WHALE A COUPLE OF TIMES (= MULTIPLE WRAPS) AND PINNED ONE OF THE WHALE'S PECTORAL FLIPPERS (= CONSTRICTING WRAP). FLUKES WERE IMMOBILIZED AS WELL (=ANCHORED). GEAR TYPE CONFIRMED BY BUOY NUMBERS AND FISHERMAN WHO WAS CONTACTED. GEAR HAD BEEN SET APPROX. 2 MILES FROM WHERE WHALE WAS FOUND. RESCUE EFFORT INITIATED, ANIMAL COMPLETELY DISENTANGLED AND SWAM TOWARDS SANTA CRUZ ISLAND. ASSUME THAT WHALE RECOVERED AS IT HAD BEEN FULLY RELEASED FROM GEAR AND SWAM AWAY. SOME DETAILS OF THIS ACCOUNT WERE TAKEN FROM THE CONDOR EXPRESS VESSEL WEBSITE: http://condorexpress.com/blog/2014/06/08/entangled-humpback-whale-set-free/","EN","NS","UNKNOWN","Disentangled",0,"F","-","L2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Pot/Trap","1","HUWH",1,0,1,0,0,0,1,0,0,0,0,1,1,0,"VSpdUnk","VSzUnk",1,0
"PAC","27-Jun-14","","","DEEP ENTANGLEMENT WOUNDS ON TAIL STOCK (= DEEP LACERATION; CONSTRICTING GEAR); DEAD STRANDING; NOT WHALE FROM 4/27/2014--CONFIRMED VIA PHOTO ID; GEAR DOES NOT APPEAR TO BE PRESENT ON CARCASS.","EN","MT","DEAD","-",0,"F","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Unidentified","1","HUWH",0,0,1,0,0,0,0,0,0,1,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","19-Jul-14","","","ENTANGLED WITH SIGNIFICANT WRAPS OF LINE AND GEAR AROUND BODY. PHOTOS OF LARGE GAUGE ROPE CUTTING THROUGH PECTORAL FLIPPER AND WRAPPED AROUND BODY (=CONSTRICTING GEAR; =DEEP LACERATION). REPORTING PARTY APPROACHED THE WHALE IN AN ATTEMPT TO REMOVE GEAR, BUT WHALE DOVE AND WAS NOT RESIGHTED. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. FINAL STATUS UNKNOWN.","EN","SI","UNKNOWN","-",0,"F","-","L2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Unidentified","","HUWH",0,0,1,0,0,0,0,0,0,1,0,1,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","25-Jul-14","","","WHALE SURFACED 30 FEET IN FRONT OF 57.8 FT COMMERCIAL FISHING VESSEL MOVING AT 7.5 KTS. VESSEL LARGER THAN WHALE. WHALE SLAPPED TAIL AND APPARENTLY STRUCK BOW. WHALE DESCRIBED AS UNINJURED, SUPERFICIAL DAMAGE ON VESSEL ABOVE WATERLINE. WHALE RESURFACED AND DOVE WITH NO APPARENT INJURY. LARGE WHALE CRITERIA L6C APPLIED FOR NON-SERIOUS INJURY AS VESSEL WAS MOVING <10 KTS AND NO DISCERNABLE INJURY TO WHALE.","VS","NS","UNKNOWN","-",0,"F","-","L6C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","","HUWH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VSpdSlow","VSzLarge",0,0
"PAC","16-Aug-14","","","FRESHLY DEAD, SIGNS OF RECENT ENTANGLEMENT AT TAILSTOCK AND FLUKES: 3-5 LINES, TISSUE NECROTIC, CELLULITIS. NO LINES OR GEAR RECOVERED. POSTMORTEM EVIDENCE OF CONSTRICTING GEAR, DEEP LACERATION, AND MULTIPLE WRAPS.","EN","MT","DEAD","-",0,"F","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Unidentified","","HUWH",0,0,1,0,0,0,0,0,0,1,0,0,0,0,"VSpdUnk","VSzUnk",1,0
"PAC","28-Aug-14","","","DUNGENESS CRAB TRAP ATTACHED TO WHALE PERFORMING HEAD RAISES AND CHIN SLAPS; SELF RELEASE AFTER BOAT FENDER WAS ATTACHED AS MEANS OF RELOCATING ANIMAL, RESIGHTED GEAR FREE. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","EN","NS","UNKNOWN","Self Release",0,"F","-","L3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Pot/Trap","","HUWH",0,0,0,0,0,0,1,1,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","12-Sep-14","","","ENTANGLED HUMPBACK WHALE WITH TWO BULLET BUOYS TRAILING ORANGE AND YELLOW AND 10-20 FT OF LINE. ANIMAL LOST DUE TO BAD SEA STATE CONDITIONS; LIKELY TRAP; ENTANGLEMENT IS BELIEVED TO INVOLVE PECTORAL FLIPPERS AND MOUTH. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. FINAL OUTCOME UNKNOWN.","EN","PR","UNKNOWN","-",0,"F","-","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,"Pot/Trap","1","HUWH",0,0,0,0,0,0,0,1,0,0,0,1,0,1,"VSpdUnk","VSzUnk",0,0
"PAC","13-Sep-14","","","ENTANGLED IN 25 TRAP SET FOR SPOT PRAWN. SOME GEAR WAS REMOVED (=RESCUE) AND WHALE SHED REST OF GEAR AND SATELLITE PACKAGE. GEAR RETRIEVED BUT SATELLITE PACKAGE LOST (=GEAR FREE). POSSIBLE RESIGHT OF WHALE SEEN PREVIOUS DAY?","EN","NS","UNKNOWN","Partial, Shed Gear",0,"F","-","L3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Pot/Trap","1","HUWH",0,0,0,0,0,0,1,0,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","19-Sep-14","","","SEEN BY NOAA BIOLOGIST (SB) DURING LEATHERBACK SURVEYS OFF SEAL ROCK AREA. WHALE TRAILING 3 YELLOW BUOYS AND 150 OF LINE. ESTIMATED TRAVEL AT 5 KTS. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","EN","PR","UNKNOWN","-",0,"F","-","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,"Pot/Trap","1","HUWH",0,0,0,0,0,0,0,0,0,0,0,0,0,1,"VSpdUnk","VSzUnk",0,0
"PAC","20-Sep-14","","","SPOT PRAWN TRAPS - ENTANGLED WITH 25 TRAP SET-- INITIALLY CUT OFF SOME GEAR (=RESCUE) BUT WHALE SHED REST OF GEAR AND SATELLITE PACKAGE LATER. GEAR RETRIEVED BUT SATELLITE PACKAGE LOST (=GEAR FREE). GEAR INVOLVED SAME VESSEL AS 9/13 ENTANGLEMENT. VESSEL HAD SET GEAR IN CLOSE PROXIMITY AND BOTH GEAR SETS ENTANGLED DIFFERENT WHALES WITHIN A WEEK.","EN","NS","UNKNOWN","Partial, Shed Gear",0,"F","-","L3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Pot/Trap","1","HUWH",0,0,0,1,0,0,1,0,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","20-Sep-14","","","SEEN BY NOAA BIOLOGIST (SB) DURING LEATHERBACK SURVEYS OFF LA PUSH, WA. WHALE TRAILING 3 YELLOW AND ONE RED BUOY MULTIPLE TRAILING LINES. NOT A RESIGHT OF WHALE SEEN PREVIOUS DAY BECAUSE DISTANCE COVERED (240 MILES) IS TOO GREAT. PHOTO AVAILABLE. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. FINAL OUTCOME UNKNOWN.","EN","PR","UNKNOWN","-",0,"F","-","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,"Pot/Trap","1","HUWH",0,0,0,0,0,0,0,0,0,0,0,0,0,1,"VSpdUnk","VSzUnk",0,0
"PAC","21-Sep-14","","","FREE-SWIMMING ANIMAL; CARRYING BUOYS LIKELY SAME SET FROM 9/20/14 THAT WAS SHED FROM OTHER ANIMAL. ASSUMED TO BE DIFFERENT ANIMAL BECAUSE OF LACK OF DETAIL ON RECORD. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. FINAL STATUS UNKNOWN.","EN","PR","UNKNOWN","-",0,"F","-","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,"Pot/Trap","","HUWH",0,0,0,0,0,0,1,0,0,0,0,0,1,0,"VSpdUnk","VSzUnk",0,0
"PAC","5-Oct-14","","","DEEP LACERATION ACROSS BACK BETWEEN BLOWHOLE AND DORSAL FIN. LACERATION APPROXIMATELY 4 INCHES LONG AND 10 INCHES DEEP. MAINLY USING LEFT PECTORAL FLIPPER FOR MOBILITY, OCCASIONALLY FLUKES, NOT AT ALL WITH RIGHT PECTORAL FLIPPER. ASSUMPTION IS VESSEL STRIKE. DID NOT APPEAR TO BE TOO THIN, BUT IT WAS OBVIOUS THIS ANIMAL WAS UNABLE TO DIVE OR USE ITS RIGHT PECTORAL FLIPPER AND ONLY SOME MOVEMENT FROM TAIL FLUKES. HEALTH DECLINE DUE TO IMMOBILITY.","VS","SI","DECLINE","-",0,"F","-","L5A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"","","HUWH",1,0,0,0,0,0,0,1,0,1,0,1,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","11-Oct-14","","","A HUMPBACK WHALE WAS OBSERVED ENTANGLED DEAD IN SABLEFISH POT GEAR APPROX. 35 MILES W OF CANNON BEACH. THE ENTANGLEMENT OCCURRED IN 145 FATHOMS OF WATER AND THE WHALE WAS DISCOVERED WRAPPED IN THE GROUND LINE THREE POTS IN FROM THE END OF THE STRING. THE GROUND LINE IS REPORTED AS SINKING TYPE (LEAD LINE) WHEN BROUGHT TO THE SURFACE THE OBSERVER ON BOARD REPORTED THERE WAS NO DISCERNABLE MOVEMENT.","EN","MT","DEAD","-",0,"F","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Pot/Trap","","HUWH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","12-Oct-14","","","ANIMAL FIRST SIGHTED ALIVE OFF ORANGE COUNTY OCTOBER 3RD WITH HEALING DORSAL PROPELLOR WOUND AND LIMITED MOBILITY. SIGHTED ALIVE AGAIN OFF OCEANSIDE OCT. 6 AND DEL MAR OCT. 7, 3/4 MILE OFFSHORE. MULTIPLE VERTEBRAL, RIB, SCAPULAR FRACTURES, AND HEMORRHAGE OBSERVED AT NECROPSY. DETAILS OF LACERATION / INJURY LACKING WHEN ANIMAL SEEN ALIVE.","VS","MT","DEAD","-",0,"F","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"","","HUWH",1,0,0,0,0,0,0,0,1,1,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","24-Oct-14","","","WHALE ENTANGLED AROUND CAUDAL PEDUNCLE IN A WAVE RIDER BUOY THAT STOPPED TRANSMITTING ON 4 OCTOBER. A TEAM WAS SENT TO CHECK ON BUOY FOUND THE ENTANGLED HUMPBACK WHALE IN BUOY LINES ON 24 OCTOBER. WHALE WAS DESCRIBED AS 'WEAK' AND 'STRUGGLING'. WHALE LICE (=CYAMIDS) WERE PRESENT AND THE CONDITION OF THE SKIN IMPLIED A HEALTH DECLINE. ENTANGLED IN BUNGEE BETWEEN 10 FT CHAIN AND LINE THAT RUNS TO 300 LB ANCHOR; VIDEO AND PHOTOS SHOWED SEVERE ENTANGLEMENT AND DEEP LACERATION AT CAUDAL PEDUNCLE WITH SUBSTANTIAL NECROTIC TISSUE. SUCCESSFULLY DISENTANGLED 10/29/14, BUT CONSIDERED A SERIOUS INJURY DUE TO CONSTRICTING NATURE OF GEAR, LENGTH OF TIME WHALE WAS ENTANGLED, NECROTIC CONDITION OF FLUKES, AND OVERALL POOR HEALTH OF WHALE.","EN","SI","DECLINE","Disentangled",0,"F","-","L2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Marine Debris","","HUWH",1,0,1,1,1,0,1,0,0,1,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","11-Nov-14","","","FREE-SWIMMING WHALE REPORTED AS ENTANGLED, LIKELY CRAB POT. UNKNOWN CONFIGURATION AND AMOUNT OF GEAR. FINAL OUTCOME UNKNOWN.","EN","PR","UNKNOWN","-",0,"F","-","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,"Pot/Trap","","HUWH",0,0,0,0,0,0,0,0,0,0,0,0,1,0,"VSpdUnk","VSzUnk",0,0
"PAC","8-Jan-15","","","WHITE CIGAR BUOY ON LEFT SIDE OF WHALE BETWEEN MOUTH AND PECTORAL FIN, BLUE STEEL LINE OBSERVED, ABRASIONS ON LEADING EDGE OF FLUKES. ANIMAL WAS SEEN FLUKING / DIVING BASED ON PHOTOS. PHOTOS REVIEWED. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. FINAL OUTCOME UNKNOWN.","EN","PR","UNKNOWN","-",0,"F","-","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,"Unidentified","","HUWH",0,0,0,0,0,0,0,1,0,0,0,1,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","19-Jan-15","","","3 BUOYS TRAILING ABOUT 150 FT BEHIND THE WHALE WITH POSSIBLE MOUTH/PECTORAL FIN ENTANGLEMENT. CA DUNGNESS CRAB TIER 1 GEAR. WHALE WAS NOT FLUKING SO COULDN'T SEE THE TAIL. DIVING. SWIMMING ABOUT 5 KNOTS. WHALE SWIMMING AND DRAGGING 1ST FLOAT UNDERWATER. COULDN'T SEE WHERE LINE ORIGINATED. FRESH ABRASIONS VISIBLE ON TOP OF PEDUNCLE AND BEHIND DORSAL INDICATING RECENT MIGRATION OF THE GEAR FROM THE DORSAL FIN BACK TO THE TAIL. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. FINAL OUTCOME UNKNOWN.","EN","PR","UNKNOWN","-",0,"F","-","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,"Pot/Trap","1","HUWH",0,0,0,0,0,0,0,1,0,0,0,1,1,1,"VSpdUnk","VSzUnk",0,0
"PAC","16-Feb-15","","","1-2 INCH LINE WRAPPED OVER DORSAL SIDE OF WHALE BETWEEN BLOWHOLE AND DORSAL FIN. ROPE IS FOULED WITH KNOTS AND TWISTS; AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. FINAL OUTCOME UNKNOWN.","EN","PR","UNKNOWN","-",0,"F","-","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,"Unidentified","","HUWH",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","17-Feb-15","","","GEAR WAS SET NEAR MOSS LANDING ON 2/11; ENTANGLEMENT OCCURRED SOMETIME BETWEEN 2/11-15TH; 2-3 ORANGE BOUYS TRAILING APPROX 10 FT BEHIND WHALE; MOUTH/PECTORAL FLIPPER ENTANGLEMENT AS REPORTED BY RESPONDERS; CONVERSATION WITH FISHERMAN: 1 CRAB POT SET ON 300 FT OF LINE IN 173 FT OF WATER. CONFIGURATION AND AMOUNT OF GEAR UNKNOWN. FINAL STATUS UNKNOWN. WHALE RESIGHTED GEAR FREE IN 2019.","EN","PR","RECOVERED","Self Release",1,"F","-","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Pot/Trap","","HUWH",0,0,0,0,0,0,1,1,0,0,0,1,0,1,"VSpdUnk","VSzUnk",0,0
"PAC","6-Mar-15","","","SIGNIFICANT EVIDENCE OF A PREVIOUS ENTANGLEMENT AND POSSIBLY MULTIPLE ENTANGLEMENTS ON A MODERATELY-DECOMPOSED STRANDING. LINE MARKS WERE OBSERVED AROUND THE PEDUNCLE AT THE LEVEL OF THE GENITAL SLIT, AT THE CRANIAL MARGIN OF THE RIGHT PECTORAL FIN, AND AT THE CAUDAL MARGIN OF THE RIGHT PECTORAL FIN. THERE WAS ALSO A MODERATE LINE MARK THAT RAN TRANSVERSALLY ACROSS THE CENTRAL PLEATS AT THE LEVEL OF THE AXILLA. THESE WOUNDS WERE IN THE PROCESS OF HEALING.","EN","MT","DEAD","-",0,"F","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Unidentified","","HUWH",0,0,0,0,0,0,0,0,1,0,0,1,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","23-Mar-15","","","DEEPLY EMBEDDED LINE ON LEFT TAIL FLUKE (= CONSTRICTING ENTANGLEMENT). HIGH CYAMID LOAD, EMACIATED WHALE, 10 METERS OF TRAILING LINE AND 2 LARGE BULLET BUOYS. THIS RECORD WAS ADDED TO THE DATABASE IN 2017 AFTER RECEIPT FROM WHALE WATCHING CO. IN MEXICO. PHOTOS APPARENTLY AVAILABLE, BUT NOT REVIEWED. CONSIDERED A SERIOUS INJURY UNDER CATEGORY L2 (CONSTRICTING GEAR) AND CONSIDERING POOR CONDITION OF WHALE. FISHERY POSITIVELY-IDENTIFIED FROM TRAP TAG AND / OR BUOY NUMBERS.","EN","SI","DECLINE","-",0,"F","-","L2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Pot/Trap","","HUWH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,"VSpdUnk","VSzUnk",0,0
"PAC","26-Mar-15","","","ENTANGLEMENT SIGNIFICANTLY EMBEDDED, TIGHT WRAP BUT TAIL IS FREE, COULDN'T SEE ANY GEAR IN THE MOUTH. CATEGORIZED AS L2 BECAUSE OF CONSTRICTING WRAP. NO PHOTOS TO REVIEW. CONFIGURATION AND AMOUNT OF GEAR UNKNOWN. FINAL OUTCOME UNKNOWN.","EN","SI","UNKNOWN","-",0,"F","-","L2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"","","HUWH",0,0,1,0,0,0,0,1,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","4-May-15","","","LIMITED NECROPSY REVEALED HEMORRHAGING ON THE LEFT LATERAL SIDE AT END OF RIBS. FOUR PROCESSES OF LUMBAR VERTEBRAE WERE BROKEN BENEATH HEMORRHAGING. GOOD BLUBBER THICKNESS AND BODY CONDITION. EXTENSIVE PARASITES IN GI TRACT. CAS-ACC-6993","VS","MT","DEAD","-",0,"F","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"","","HUWH",0,0,0,1,1,0,0,0,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","14-May-15","","","WHALE TRAILING 2 YELLOW BUOYS (ONE WITH A SMALL WHITE BUOY ATTACHED AS EXTRA FLOTATION), ORANGE TRAP TAG PRESENT BUT UNREADABLE, BUOY NUMBER , PHOTOS AVAILABLE, CDFW DUNGENESS TIER 6 PERMIT. UNCERTAINTY REGARDING IF WHALE SELF-RELEASED FROM GEAR, NOT CONFIRMED, THUS TREATED AS AN L10 SERIOUS INJURY BECAUSE GEAR CONFIGURATION AND AMOUNT IS UNKNOWN. FINAL OUTCOME UNKNOWN. PHOTOS REVIEWED BY J. CARRETTA.","EN","PR","UNKNOWN","-",0,"F","-","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,"","","HUWH",0,0,0,0,0,0,1,0,0,0,0,0,0,1,"VSpdUnk","VSzUnk",0,0
"PAC","16-May-15","","","ANIMAL LIKELY HAS LINE THROUGH MOUTH AND TRAILS TO EITHER SIDE TO LENGTH OF BODY. BOTH SIDES TERMINATED BY SPONGEX BUOYS (GREEN WITH RED TO ON ONE SIDE AND WHITE ON THE OTHER.). ANIMAL APPEARS IN GOOD CONDITION, FEEDING WITH OTHER ANIMALS. WHALE OBSERVED ACTIVELY FEEDING WITH OTHER ANIMALS. FEEDING ANIMAL IMPLIES THAT GEAR IS LOOSE, THUS L3 DETERMINATION MADE. FINAL OUTCOME UNKNOWN AS GEAR CONFIGURATION AND AMOUNT IS UNKNOWN, WITH POTENTIAL TO BECOME PROBLEMATIC. PHOTOS REVIEWED BY J. CARRETTA.","EN","NS","UNKNOWN","-",0,"F","-","L3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","","HUWH",0,0,0,0,0,0,0,1,0,0,0,0,0,1,"VSpdUnk","VSzUnk",0,0
"PAC","24-May-15","","","STATIONARY WHALE BREATHING AT SURFACE, ASSOCIATED WITH BUOY WITH PARTIAL TAG NUMBER. WHALE APPARENTLY ANCHORED AS EVIDENCED BY LACK OF MOVEMENT. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. FINAL OUTCOME UNKNOWN. NO PHOTOS.","EN","PR","UNKNOWN","-",0,"F","-","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,"","","HUWH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","28-May-15","","","DISCOVERED 6/2/15 WHEN DANA WHARF SPORTFISHING EXAMINED 5/28 PHOTOS. AT LEAST ONE WRAP OF HEAVY GAUGE MONOFILAMENT LINE, LIKELY REPRESENTING LONGLINE GEAR, AROUND THE ANIMAL'S PEDUNCLE AND FLUKE. GEAR IS ALREADY DEEPLY EMBEDDED (=CONSTRICTING ENTANGLEMENT) AND WOUNDS APPEAR FRESH. AMOUNT AND CONFIGURATION OF GEAR TRAILING UNKNOWN. SI DETERMINATION CRITERION L2 APPLIED AS THERE IS EVIDENCE THAT GEAR IS CONSTRICTING. FINAL OUTCOME UNKNOWN. PHOTOS REVIEWED BY J. CARRETTA.","EN","SI","UNKNOWN","-",0,"F","-","L2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"","","HUWH",0,0,1,0,0,0,0,0,0,0,0,0,0,1,"VSpdUnk","VSzUnk",0,0
